a_state_code,a_state_name,b_state_code,b_state_name,inflow,outflow,net_migration
24,Maryland,5,Arkansas,281,500,-219
24,Maryland,50,Vermont,302,489,-187
24,Maryland,51,Virginia,23213,27553,-4340
24,Maryland,53,Washington,1936,2826,-890
24,Maryland,54,West Virginia,3527,6202,-2675
24,Maryland,55,Wisconsin,1121,556,565
24,Maryland,56,Wyoming,130,54,76
24,Maryland,6,California,7940,9898,-1958
24,Maryland,72,Puerto Rico,1592,156,1436
24,Maryland,8,Colorado,2203,2864,-661
24,Maryland,9,Connecticut,1396,1417,-21
24,Maryland,AFR,Africa,8985,0,0
24,Maryland,ASI,Asia,17029,0,0
24,Maryland,CAM,Central America,4129,0,0
24,Maryland,CAR,Caribbean,1537,0,0
24,Maryland,EUR,Europe,8269,0,0
24,Maryland,ISL,U.S. Island Areas,529,0,0
24,Maryland,NAM,Northern America,781,0,0
24,Maryland,OCE,Oceania and At Sea,622,0,0
24,Maryland,SAM,South America,3902,0,0
25,Massachusetts,1,Alabama,396,733,-337
25,Massachusetts,10,Delaware,508,568,-60
25,Massachusetts,11,District of Columbia,1351,2051,-700
25,Massachusetts,12,Florida,10697,17846,-7149
25,Massachusetts,13,Georgia,3088,3521,-433
25,Massachusetts,15,Hawaii,494,464,30
25,Massachusetts,16,Idaho,430,220,210
25,Massachusetts,17,Illinois,3612,3635,-23
25,Massachusetts,18,Indiana,982,981,1
25,Massachusetts,19,Iowa,387,347,40
25,Massachusetts,2,Alaska,903,218,685
25,Massachusetts,20,Kansas,518,613,-95
25,Massachusetts,21,Kentucky,675,694,-19
25,Massachusetts,22,Louisiana,559,698,-139
25,Massachusetts,23,Maine,3887,5937,-2050
25,Massachusetts,24,Maryland,3289,3009,280
25,Massachusetts,26,Michigan,1608,2455,-847
25,Massachusetts,27,Minnesota,1116,1096,20
25,Massachusetts,28,Mississippi,243,399,-156
25,Massachusetts,29,Missouri,1223,1448,-225
25,Massachusetts,30,Montana,64,266,-202
25,Massachusetts,31,Nebraska,291,293,-2
25,Massachusetts,32,Nevada,703,646,57
25,Massachusetts,33,New Hampshire,10903,19059,-8156
25,Massachusetts,34,New Jersey,6460,3601,2859
25,Massachusetts,35,New Mexico,473,521,-48
25,Massachusetts,36,New York,21010,15864,5146
25,Massachusetts,37,North Carolina,3181,5801,-2620
25,Massachusetts,38,North Dakota,77,48,29
25,Massachusetts,39,Ohio,2104,2942,-838
25,Massachusetts,4,Arizona,1651,2584,-933
25,Massachusetts,40,Oklahoma,530,468,62
25,Massachusetts,41,Oregon,696,1388,-692
25,Massachusetts,42,Pennsylvania,6350,6497,-147
25,Massachusetts,44,Rhode Island,8560,10335,-1775
25,Massachusetts,45,South Carolina,1351,2584,-1233
25,Massachusetts,46,South Dakota,58,114,-56
25,Massachusetts,47,Tennessee,773,2155,-1382
25,Massachusetts,48,Texas,4248,6180,-1932
25,Massachusetts,49,Utah,673,982,-309
25,Massachusetts,5,Arkansas,352,182,170
25,Massachusetts,50,Vermont,2873,3710,-837
25,Massachusetts,51,Virginia,4515,4448,67
25,Massachusetts,53,Washington,1464,3074,-1610
25,Massachusetts,54,West Virginia,230,170,60
25,Massachusetts,55,Wisconsin,1017,755,262
25,Massachusetts,56,Wyoming,39,115,-76
25,Massachusetts,6,California,12082,13716,-1634
25,Massachusetts,72,Puerto Rico,4245,2259,1986
25,Massachusetts,8,Colorado,2403,2163,240
25,Massachusetts,9,Connecticut,10281,8993,1288
25,Massachusetts,AFR,Africa,4476,0,0
25,Massachusetts,ASI,Asia,25071,0,0
25,Massachusetts,CAM,Central America,3545,0,0
25,Massachusetts,CAR,Caribbean,5539,0,0
25,Massachusetts,EUR,Europe,14530,0,0
25,Massachusetts,ISL,U.S. Island Areas,448,0,0
25,Massachusetts,NAM,Northern America,2163,0,0
25,Massachusetts,OCE,Oceania and At Sea,849,0,0
25,Massachusetts,SAM,South America,7465,0,0
26,Michigan,1,Alabama,2468,2568,-100
26,Michigan,10,Delaware,130,162,-32
26,Michigan,11,District of Columbia,565,714,-149
26,Michigan,12,Florida,12753,21659,-8906
26,Michigan,13,Georgia,5675,6563,-888
26,Michigan,15,Hawaii,542,503,39
26,Michigan,16,Idaho,724,432,292
26,Michigan,17,Illinois,14186,11330,2856
26,Michigan,18,Indiana,10677,9709,968
26,Michigan,19,Iowa,1197,933,264
26,Michigan,2,Alaska,1832,469,1363
26,Michigan,20,Kansas,1326,937,389
26,Michigan,21,Kentucky,2789,2871,-82
26,Michigan,22,Louisiana,1136,1762,-626
26,Michigan,23,Maine,376,210,166
26,Michigan,24,Maryland,1491,1666,-175
26,Michigan,25,Massachusetts,2455,1608,847
26,Michigan,27,Minnesota,2113,2573,-460
26,Michigan,28,Mississippi,1324,1175,149
26,Michigan,29,Missouri,2794,2826,-32
26,Michigan,30,Montana,500,628,-128
26,Michigan,31,Nebraska,664,773,-109
26,Michigan,32,Nevada,1589,1814,-225
26,Michigan,33,New Hampshire,329,296,33
26,Michigan,34,New Jersey,1737,1785,-48
26,Michigan,35,New Mexico,661,834,-173
26,Michigan,36,New York,5645,3408,2237
26,Michigan,37,North Carolina,4057,6002,-1945
26,Michigan,38,North Dakota,691,821,-130
26,Michigan,39,Ohio,13149,13462,-313
26,Michigan,4,Arizona,4472,7542,-3070
26,Michigan,40,Oklahoma,930,2204,-1274
26,Michigan,41,Oregon,905,1247,-342
26,Michigan,42,Pennsylvania,3771,3541,230
26,Michigan,44,Rhode Island,310,435,-125
26,Michigan,45,South Carolina,2388,3329,-941
26,Michigan,46,South Dakota,319,136,183
26,Michigan,47,Tennessee,5056,5476,-420
26,Michigan,48,Texas,8413,9946,-1533
26,Michigan,49,Utah,741,1042,-301
26,Michigan,5,Arkansas,1339,990,349
26,Michigan,50,Vermont,214,276,-62
26,Michigan,51,Virginia,2681,3414,-733
26,Michigan,53,Washington,1919,3357,-1438
26,Michigan,54,West Virginia,531,726,-195
26,Michigan,55,Wisconsin,4822,5389,-567
26,Michigan,56,Wyoming,509,313,196
26,Michigan,6,California,9338,10380,-1042
26,Michigan,72,Puerto Rico,1204,115,1089
26,Michigan,8,Colorado,2211,3218,-1007
26,Michigan,9,Connecticut,1037,510,527
26,Michigan,AFR,Africa,2398,0,0
26,Michigan,ASI,Asia,27978,0,0
26,Michigan,CAM,Central America,3788,0,0
26,Michigan,CAR,Caribbean,1527,0,0
26,Michigan,EUR,Europe,6911,0,0
26,Michigan,ISL,U.S. Island Areas,189,0,0
26,Michigan,NAM,Northern America,2884,0,0
26,Michigan,OCE,Oceania and At Sea,561,0,0
26,Michigan,SAM,South America,1747,0,0
27,Minnesota,1,Alabama,315,349,-34
27,Minnesota,10,Delaware,112,193,-81
27,Minnesota,11,District of Columbia,247,332,-85
27,Minnesota,12,Florida,3326,6112,-2786
27,Minnesota,13,Georgia,2318,2039,279
27,Minnesota,15,Hawaii,449,409,40
27,Minnesota,16,Idaho,387,525,-138
27,Minnesota,17,Illinois,8056,4587,3469
27,Minnesota,18,Indiana,1941,1486,455
27,Minnesota,19,Iowa,6193,8390,-2197
27,Minnesota,2,Alaska,734,493,241
27,Minnesota,20,Kansas,1102,1196,-94
27,Minnesota,21,Kentucky,337,760,-423
27,Minnesota,22,Louisiana,429,607,-178
27,Minnesota,23,Maine,131,176,-45
27,Minnesota,24,Maryland,874,711,163
27,Minnesota,25,Massachusetts,1096,1116,-20
27,Minnesota,26,Michigan,2573,2113,460
27,Minnesota,28,Mississippi,342,151,191
27,Minnesota,29,Missouri,1832,1977,-145
27,Minnesota,30,Montana,652,1017,-365
27,Minnesota,31,Nebraska,1708,1925,-217
27,Minnesota,32,Nevada,853,1632,-779
27,Minnesota,33,New Hampshire,160,134,26
27,Minnesota,34,New Jersey,797,750,47
27,Minnesota,35,New Mexico,574,447,127
27,Minnesota,36,New York,2650,1459,1191
27,Minnesota,37,North Carolina,1607,2482,-875
27,Minnesota,38,North Dakota,9533,13866,-4333
27,Minnesota,39,Ohio,2451,1800,651
27,Minnesota,4,Arizona,3374,6239,-2865
27,Minnesota,40,Oklahoma,787,815,-28
27,Minnesota,41,Oregon,1267,1709,-442
27,Minnesota,42,Pennsylvania,1146,1405,-259
27,Minnesota,44,Rhode Island,147,185,-38
27,Minnesota,45,South Carolina,483,964,-481
27,Minnesota,46,South Dakota,4714,4527,187
27,Minnesota,47,Tennessee,1426,1616,-190
27,Minnesota,48,Texas,5095,6935,-1840
27,Minnesota,49,Utah,1105,793,312
27,Minnesota,5,Arkansas,655,463,192
27,Minnesota,50,Vermont,78,24,54
27,Minnesota,51,Virginia,1928,2271,-343
27,Minnesota,53,Washington,2596,3346,-750
27,Minnesota,54,West Virginia,406,139,267
27,Minnesota,55,Wisconsin,18940,18205,735
27,Minnesota,56,Wyoming,405,432,-27
27,Minnesota,6,California,6595,7834,-1239
27,Minnesota,72,Puerto Rico,501,125,376
27,Minnesota,8,Colorado,3329,4192,-863
27,Minnesota,9,Connecticut,539,564,-25
27,Minnesota,AFR,Africa,4527,0,0
27,Minnesota,ASI,Asia,12308,0,0
27,Minnesota,CAM,Central America,2472,0,0
27,Minnesota,CAR,Caribbean,567,0,0
27,Minnesota,EUR,Europe,4349,0,0
27,Minnesota,ISL,U.S. Island Areas,136,0,0
27,Minnesota,NAM,Northern America,1283,0,0
27,Minnesota,OCE,Oceania and At Sea,502,0,0
27,Minnesota,SAM,South America,1680,0,0
28,Mississippi,1,Alabama,6467,7087,-620
28,Mississippi,10,Delaware,64,76,-12
28,Mississippi,11,District of Columbia,25,139,-114
28,Mississippi,12,Florida,5135,5530,-395
28,Mississippi,13,Georgia,4083,4786,-703
28,Mississippi,15,Hawaii,355,167,188
28,Mississippi,16,Idaho,379,95,284
28,Mississippi,17,Illinois,2827,1928,899
28,Mississippi,18,Indiana,815,839,-24
28,Mississippi,19,Iowa,244,337,-93
28,Mississippi,2,Alaska,184,140,44
28,Mississippi,20,Kansas,222,169,53
28,Mississippi,21,Kentucky,832,901,-69
28,Mississippi,22,Louisiana,7853,8471,-618
28,Mississippi,23,Maine,67,10,57
28,Mississippi,24,Maryland,539,788,-249
28,Mississippi,25,Massachusetts,399,243,156
28,Mississippi,26,Michigan,1175,1324,-149
28,Mississippi,27,Minnesota,151,342,-191
28,Mississippi,29,Missouri,1230,1584,-354
28,Mississippi,30,Montana,253,188,65
28,Mississippi,31,Nebraska,513,138,375
28,Mississippi,32,Nevada,435,434,1
28,Mississippi,33,New Hampshire,67,156,-89
28,Mississippi,34,New Jersey,607,206,401
28,Mississippi,35,New Mexico,254,404,-150
28,Mississippi,36,New York,567,960,-393
28,Mississippi,37,North Carolina,1275,1323,-48
28,Mississippi,38,North Dakota,6,378,-372
28,Mississippi,39,Ohio,1024,928,96
28,Mississippi,4,Arizona,740,700,40
28,Mississippi,40,Oklahoma,760,1183,-423
28,Mississippi,41,Oregon,215,454,-239
28,Mississippi,42,Pennsylvania,784,661,123
28,Mississippi,44,Rhode Island,15,166,-151
28,Mississippi,45,South Carolina,1177,1168,9
28,Mississippi,46,South Dakota,11,36,-25
28,Mississippi,47,Tennessee,10436,9307,1129
28,Mississippi,48,Texas,6614,10401,-3787
28,Mississippi,49,Utah,115,609,-494
28,Mississippi,5,Arkansas,2045,2983,-938
28,Mississippi,50,Vermont,0,15,-15
28,Mississippi,51,Virginia,1062,1354,-292
28,Mississippi,53,Washington,1076,555,521
28,Mississippi,54,West Virginia,495,172,323
28,Mississippi,55,Wisconsin,579,618,-39
28,Mississippi,56,Wyoming,51,0,51
28,Mississippi,6,California,4240,2538,1702
28,Mississippi,72,Puerto Rico,493,54,439
28,Mississippi,8,Colorado,703,1060,-357
28,Mississippi,9,Connecticut,119,54,65
28,Mississippi,AFR,Africa,214,0,0
28,Mississippi,ASI,Asia,2721,0,0
28,Mississippi,CAM,Central America,1336,0,0
28,Mississippi,CAR,Caribbean,849,0,0
28,Mississippi,EUR,Europe,728,0,0
28,Mississippi,ISL,U.S. Island Areas,33,0,0
28,Mississippi,NAM,Northern America,195,0,0
28,Mississippi,OCE,Oceania and At Sea,144,0,0
28,Mississippi,SAM,South America,421,0,0
30,Montana,1,Alabama,140,335,-195
30,Montana,10,Delaware,0,29,-29
30,Montana,11,District of Columbia,15,24,-9
30,Montana,12,Florida,815,684,131
30,Montana,13,Georgia,307,196,111
30,Montana,15,Hawaii,123,97,26
30,Montana,16,Idaho,2298,1927,371
30,Montana,17,Illinois,868,545,323
30,Montana,18,Indiana,541,422,119
30,Montana,19,Iowa,254,172,82
30,Montana,2,Alaska,824,479,345
30,Montana,20,Kansas,350,307,43
30,Montana,21,Kentucky,97,37,60
30,Montana,22,Louisiana,196,301,-105
30,Montana,23,Maine,97,98,-1
30,Montana,24,Maryland,205,69,136
30,Montana,25,Massachusetts,266,64,202
30,Montana,26,Michigan,628,500,128
30,Montana,27,Minnesota,1017,652,365
30,Montana,28,Mississippi,188,253,-65
30,Montana,29,Missouri,470,322,148
30,Montana,31,Nebraska,190,294,-104
30,Montana,32,Nevada,797,856,-59
30,Montana,33,New Hampshire,134,96,38
30,Montana,34,New Jersey,83,192,-109
30,Montana,35,New Mexico,328,370,-42
30,Montana,36,New York,315,248,67
30,Montana,37,North Carolina,668,476,192
30,Montana,38,North Dakota,1715,1465,250
30,Montana,39,Ohio,219,437,-218
30,Montana,4,Arizona,1187,2033,-846
30,Montana,40,Oklahoma,301,374,-73
30,Montana,41,Oregon,1612,2317,-705
30,Montana,42,Pennsylvania,543,272,271
30,Montana,44,Rhode Island,15,123,-108
30,Montana,45,South Carolina,108,244,-136
30,Montana,46,South Dakota,351,457,-106
30,Montana,47,Tennessee,98,266,-168
30,Montana,48,Texas,2571,1127,1444
30,Montana,49,Utah,1508,1752,-244
30,Montana,5,Arkansas,429,253,176
30,Montana,50,Vermont,127,166,-39
30,Montana,51,Virginia,371,254,117
30,Montana,53,Washington,4899,4295,604
30,Montana,54,West Virginia,62,89,-27
30,Montana,55,Wisconsin,488,338,150
30,Montana,56,Wyoming,1932,1210,722
30,Montana,6,California,4665,2340,2325
30,Montana,72,Puerto Rico,36,0,36
30,Montana,8,Colorado,2252,1696,556
30,Montana,9,Connecticut,15,11,4
30,Montana,AFR,Africa,163,0,0
30,Montana,ASI,Asia,1181,0,0
30,Montana,CAM,Central America,430,0,0
30,Montana,CAR,Caribbean,123,0,0
30,Montana,EUR,Europe,1085,0,0
30,Montana,ISL,U.S. Island Areas,37,0,0
30,Montana,NAM,Northern America,242,0,0
30,Montana,OCE,Oceania and At Sea,186,0,0
30,Montana,SAM,South America,144,0,0
31,Nebraska,1,Alabama,326,170,156
31,Nebraska,10,Delaware,20,40,-20
31,Nebraska,11,District of Columbia,32,230,-198
31,Nebraska,12,Florida,2048,1666,382
31,Nebraska,13,Georgia,882,692,190
31,Nebraska,15,Hawaii,174,162,12
31,Nebraska,16,Idaho,406,223,183
31,Nebraska,17,Illinois,2276,1444,832
31,Nebraska,18,Indiana,377,356,21
31,Nebraska,19,Iowa,7226,7062,164
31,Nebraska,2,Alaska,415,128,287
31,Nebraska,20,Kansas,2847,2910,-63
31,Nebraska,21,Kentucky,417,569,-152
31,Nebraska,22,Louisiana,300,208,92
31,Nebraska,23,Maine,153,99,54
31,Nebraska,24,Maryland,521,274,247
31,Nebraska,25,Massachusetts,293,291,2
31,Nebraska,26,Michigan,773,664,109
31,Nebraska,27,Minnesota,1925,1708,217
31,Nebraska,28,Mississippi,138,513,-375
31,Nebraska,29,Missouri,1935,3283,-1348
31,Nebraska,30,Montana,294,190,104
31,Nebraska,32,Nevada,626,645,-19
31,Nebraska,33,New Hampshire,84,46,38
31,Nebraska,34,New Jersey,245,212,33
31,Nebraska,35,New Mexico,640,276,364
31,Nebraska,36,New York,569,135,434
31,Nebraska,37,North Carolina,471,842,-371
31,Nebraska,38,North Dakota,581,495,86
31,Nebraska,39,Ohio,415,578,-163
31,Nebraska,4,Arizona,1361,1751,-390
31,Nebraska,40,Oklahoma,942,651,291
31,Nebraska,41,Oregon,323,783,-460
31,Nebraska,42,Pennsylvania,622,356,266
31,Nebraska,44,Rhode Island,212,142,70
31,Nebraska,45,South Carolina,389,299,90
31,Nebraska,46,South Dakota,2375,2211,164
31,Nebraska,47,Tennessee,391,507,-116
31,Nebraska,48,Texas,3630,4061,-431
31,Nebraska,49,Utah,1232,496,736
31,Nebraska,5,Arkansas,407,401,6
31,Nebraska,50,Vermont,6,63,-57
31,Nebraska,51,Virginia,931,988,-57
31,Nebraska,53,Washington,482,848,-366
31,Nebraska,54,West Virginia,48,97,-49
31,Nebraska,55,Wisconsin,607,521,86
31,Nebraska,56,Wyoming,792,787,5
31,Nebraska,6,California,3443,2545,898
31,Nebraska,72,Puerto Rico,196,70,126
31,Nebraska,8,Colorado,4321,3728,593
31,Nebraska,9,Connecticut,253,39,214
31,Nebraska,AFR,Africa,892,0,0
31,Nebraska,ASI,Asia,4383,0,0
31,Nebraska,CAM,Central America,999,0,0
31,Nebraska,CAR,Caribbean,251,0,0
31,Nebraska,EUR,Europe,1572,0,0
31,Nebraska,ISL,U.S. Island Areas,40,0,0
31,Nebraska,NAM,Northern America,297,0,0
31,Nebraska,OCE,Oceania and At Sea,29,0,0
31,Nebraska,SAM,South America,430,0,0
32,Nevada,1,Alabama,705,701,4
32,Nevada,10,Delaware,160,13,147
32,Nevada,11,District of Columbia,212,210,2
32,Nevada,12,Florida,5576,4786,790
32,Nevada,13,Georgia,1457,1515,-58
32,Nevada,15,Hawaii,4402,1394,3008
32,Nevada,16,Idaho,2702,2376,326
32,Nevada,17,Illinois,3541,2308,1233
32,Nevada,18,Indiana,965,1448,-483
32,Nevada,19,Iowa,649,593,56
32,Nevada,2,Alaska,1361,794,567
32,Nevada,20,Kansas,637,779,-142
32,Nevada,21,Kentucky,889,467,422
32,Nevada,22,Louisiana,358,492,-134
32,Nevada,23,Maine,140,131,9
32,Nevada,24,Maryland,925,785,140
32,Nevada,25,Massachusetts,646,703,-57
32,Nevada,26,Michigan,1814,1589,225
32,Nevada,27,Minnesota,1632,853,779
32,Nevada,28,Mississippi,434,435,-1
32,Nevada,29,Missouri,1137,1440,-303
32,Nevada,30,Montana,856,797,59
32,Nevada,31,Nebraska,645,626,19
32,Nevada,33,New Hampshire,188,479,-291
32,Nevada,34,New Jersey,1042,462,580
32,Nevada,35,New Mexico,2247,1093,1154
32,Nevada,36,New York,2890,1723,1167
32,Nevada,37,North Carolina,1880,1748,132
32,Nevada,38,North Dakota,182,252,-70
32,Nevada,39,Ohio,1625,1465,160
32,Nevada,4,Arizona,5848,7514,-1666
32,Nevada,40,Oklahoma,504,830,-326
32,Nevada,41,Oregon,2504,2611,-107
32,Nevada,42,Pennsylvania,1735,925,810
32,Nevada,44,Rhode Island,137,59,78
32,Nevada,45,South Carolina,977,633,344
32,Nevada,46,South Dakota,557,364,193
32,Nevada,47,Tennessee,1094,653,441
32,Nevada,48,Texas,4676,7863,-3187
32,Nevada,49,Utah,5240,5703,-463
32,Nevada,5,Arkansas,526,506,20
32,Nevada,50,Vermont,79,123,-44
32,Nevada,51,Virginia,1606,1329,277
32,Nevada,53,Washington,5544,4288,1256
32,Nevada,54,West Virginia,181,51,130
32,Nevada,55,Wisconsin,932,806,126
32,Nevada,56,Wyoming,758,346,412
32,Nevada,6,California,48617,27177,21440
32,Nevada,72,Puerto Rico,400,0,400
32,Nevada,8,Colorado,3768,3509,259
32,Nevada,9,Connecticut,756,228,528
32,Nevada,AFR,Africa,757,0,0
32,Nevada,ASI,Asia,6121,0,0
32,Nevada,CAM,Central America,2589,0,0
32,Nevada,CAR,Caribbean,1181,0,0
32,Nevada,EUR,Europe,2430,0,0
32,Nevada,ISL,U.S. Island Areas,519,0,0
32,Nevada,NAM,Northern America,636,0,0
32,Nevada,OCE,Oceania and At Sea,488,0,0
32,Nevada,SAM,South America,1196,0,0
33,New Hampshire,1,Alabama,115,150,-35
33,New Hampshire,10,Delaware,42,109,-67
33,New Hampshire,11,District of Columbia,149,82,67
33,New Hampshire,12,Florida,2375,5001,-2626
33,New Hampshire,13,Georgia,443,580,-137
33,New Hampshire,15,Hawaii,135,34,101
33,New Hampshire,16,Idaho,28,45,-17
33,New Hampshire,17,Illinois,608,322,286
33,New Hampshire,18,Indiana,352,306,46
33,New Hampshire,19,Iowa,84,74,10
33,New Hampshire,2,Alaska,286,111,175
33,New Hampshire,20,Kansas,150,151,-1
33,New Hampshire,21,Kentucky,207,332,-125
33,New Hampshire,22,Louisiana,209,193,16
33,New Hampshire,23,Maine,3821,4429,-608
33,New Hampshire,24,Maryland,701,282,419
33,New Hampshire,25,Massachusetts,19059,10903,8156
33,New Hampshire,26,Michigan,296,329,-33
33,New Hampshire,27,Minnesota,134,160,-26
33,New Hampshire,28,Mississippi,156,67,89
33,New Hampshire,29,Missouri,128,215,-87
33,New Hampshire,30,Montana,96,134,-38
33,New Hampshire,31,Nebraska,46,84,-38
33,New Hampshire,32,Nevada,479,188,291
33,New Hampshire,34,New Jersey,668,368,300
33,New Hampshire,35,New Mexico,55,315,-260
33,New Hampshire,36,New York,3137,1875,1262
33,New Hampshire,37,North Carolina,739,1228,-489
33,New Hampshire,38,North Dakota,177,124,53
33,New Hampshire,39,Ohio,328,1098,-770
33,New Hampshire,4,Arizona,338,580,-242
33,New Hampshire,40,Oklahoma,110,174,-64
33,New Hampshire,41,Oregon,167,305,-138
33,New Hampshire,42,Pennsylvania,1396,1236,160
33,New Hampshire,44,Rhode Island,872,845,27
33,New Hampshire,45,South Carolina,144,932,-788
33,New Hampshire,46,South Dakota,31,25,6
33,New Hampshire,47,Tennessee,158,248,-90
33,New Hampshire,48,Texas,1059,1315,-256
33,New Hampshire,49,Utah,249,85,164
33,New Hampshire,5,Arkansas,262,79,183
33,New Hampshire,50,Vermont,2558,2960,-402
33,New Hampshire,51,Virginia,676,742,-66
33,New Hampshire,53,Washington,198,439,-241
33,New Hampshire,54,West Virginia,249,156,93
33,New Hampshire,55,Wisconsin,197,233,-36
33,New Hampshire,56,Wyoming,0,2,-2
33,New Hampshire,6,California,1826,1119,707
33,New Hampshire,72,Puerto Rico,374,83,291
33,New Hampshire,8,Colorado,589,828,-239
33,New Hampshire,9,Connecticut,2448,1242,1206
33,New Hampshire,AFR,Africa,380,0,0
33,New Hampshire,ASI,Asia,3368,0,0
33,New Hampshire,CAM,Central America,275,0,0
33,New Hampshire,CAR,Caribbean,302,0,0
33,New Hampshire,EUR,Europe,1043,0,0
33,New Hampshire,ISL,U.S. Island Areas,61,0,0
33,New Hampshire,NAM,Northern America,378,0,0
33,New Hampshire,OCE,Oceania and At Sea,93,0,0
33,New Hampshire,SAM,South America,282,0,0
34,New Jersey,1,Alabama,305,731,-426
34,New Jersey,10,Delaware,1600,4492,-2892
34,New Jersey,11,District of Columbia,875,1994,-1119
34,New Jersey,12,Florida,10444,29776,-19332
34,New Jersey,13,Georgia,3247,6016,-2769
34,New Jersey,15,Hawaii,359,335,24
34,New Jersey,16,Idaho,54,73,-19
34,New Jersey,17,Illinois,2215,3131,-916
34,New Jersey,18,Indiana,1082,2281,-1199
34,New Jersey,19,Iowa,67,522,-455
34,New Jersey,2,Alaska,575,223,352
34,New Jersey,20,Kansas,515,888,-373
34,New Jersey,21,Kentucky,410,508,-98
34,New Jersey,22,Louisiana,901,709,192
34,New Jersey,23,Maine,375,1025,-650
34,New Jersey,24,Maryland,3795,7320,-3525
34,New Jersey,25,Massachusetts,3601,6460,-2859
34,New Jersey,26,Michigan,1785,1737,48
34,New Jersey,27,Minnesota,750,797,-47
34,New Jersey,28,Mississippi,206,607,-401
34,New Jersey,29,Missouri,759,1224,-465
34,New Jersey,30,Montana,192,83,109
34,New Jersey,31,Nebraska,212,245,-33
34,New Jersey,32,Nevada,462,1042,-580
34,New Jersey,33,New Hampshire,368,668,-300
34,New Jersey,35,New Mexico,386,398,-12
34,New Jersey,36,New York,49877,32940,16937
34,New Jersey,37,North Carolina,3664,11152,-7488
34,New Jersey,38,North Dakota,151,259,-108
34,New Jersey,39,Ohio,1503,3619,-2116
34,New Jersey,4,Arizona,1082,3437,-2355
34,New Jersey,40,Oklahoma,223,535,-312
34,New Jersey,41,Oregon,577,648,-71
34,New Jersey,42,Pennsylvania,21586,38813,-17227
34,New Jersey,44,Rhode Island,654,1404,-750
34,New Jersey,45,South Carolina,1558,5357,-3799
34,New Jersey,46,South Dakota,61,46,15
34,New Jersey,47,Tennessee,1140,1300,-160
34,New Jersey,48,Texas,4868,8503,-3635
34,New Jersey,49,Utah,186,751,-565
34,New Jersey,5,Arkansas,224,267,-43
34,New Jersey,50,Vermont,364,1006,-642
34,New Jersey,51,Virginia,4649,8890,-4241
34,New Jersey,53,Washington,948,2688,-1740
34,New Jersey,54,West Virginia,444,739,-295
34,New Jersey,55,Wisconsin,622,869,-247
34,New Jersey,56,Wyoming,61,93,-32
34,New Jersey,6,California,6526,12343,-5817
34,New Jersey,72,Puerto Rico,4061,1421,2640
34,New Jersey,8,Colorado,1104,2811,-1707
34,New Jersey,9,Connecticut,3205,4891,-1686
34,New Jersey,AFR,Africa,4767,0,0
34,New Jersey,ASI,Asia,29099,0,0
34,New Jersey,CAM,Central America,4909,0,0
34,New Jersey,CAR,Caribbean,6889,0,0
34,New Jersey,EUR,Europe,9185,0,0
34,New Jersey,ISL,U.S. Island Areas,225,0,0
34,New Jersey,NAM,Northern America,1903,0,0
34,New Jersey,OCE,Oceania and At Sea,443,0,0
34,New Jersey,SAM,South America,5791,0,0
35,New Mexico,1,Alabama,289,992,-703
35,New Mexico,10,Delaware,104,169,-65
35,New Mexico,11,District of Columbia,82,182,-100
35,New Mexico,12,Florida,1995,2733,-738
35,New Mexico,13,Georgia,782,1383,-601
35,New Mexico,15,Hawaii,426,418,8
35,New Mexico,16,Idaho,364,671,-307
35,New Mexico,17,Illinois,1232,848,384
35,New Mexico,18,Indiana,559,490,69
35,New Mexico,19,Iowa,234,369,-135
35,New Mexico,2,Alaska,948,366,582
35,New Mexico,20,Kansas,344,785,-441
35,New Mexico,21,Kentucky,257,614,-357
35,New Mexico,22,Louisiana,619,340,279
35,New Mexico,23,Maine,296,228,68
35,New Mexico,24,Maryland,1000,762,238
35,New Mexico,25,Massachusetts,521,473,48
35,New Mexico,26,Michigan,834,661,173
35,New Mexico,27,Minnesota,447,574,-127
35,New Mexico,28,Mississippi,404,254,150
35,New Mexico,29,Missouri,1053,1103,-50
35,New Mexico,30,Montana,370,328,42
35,New Mexico,31,Nebraska,276,640,-364
35,New Mexico,32,Nevada,1093,2247,-1154
35,New Mexico,33,New Hampshire,315,55,260
35,New Mexico,34,New Jersey,398,386,12
35,New Mexico,36,New York,1083,993,90
35,New Mexico,37,North Carolina,689,1100,-411
35,New Mexico,38,North Dakota,39,138,-99
35,New Mexico,39,Ohio,748,786,-38
35,New Mexico,4,Arizona,6537,7928,-1391
35,New Mexico,40,Oklahoma,1619,1411,208
35,New Mexico,41,Oregon,979,1546,-567
35,New Mexico,42,Pennsylvania,674,506,168
35,New Mexico,44,Rhode Island,59,11,48
35,New Mexico,45,South Carolina,790,520,270
35,New Mexico,46,South Dakota,172,211,-39
35,New Mexico,47,Tennessee,670,380,290
35,New Mexico,48,Texas,15135,17518,-2383
35,New Mexico,49,Utah,1081,1404,-323
35,New Mexico,5,Arkansas,221,399,-178
35,New Mexico,50,Vermont,75,70,5
35,New Mexico,51,Virginia,1410,1288,122
35,New Mexico,53,Washington,1305,1907,-602
35,New Mexico,54,West Virginia,79,115,-36
35,New Mexico,55,Wisconsin,454,504,-50
35,New Mexico,56,Wyoming,328,474,-146
35,New Mexico,6,California,5573,5989,-416
35,New Mexico,72,Puerto Rico,195,0,195
35,New Mexico,8,Colorado,4632,5979,-1347
