a_state_code,a_state_name,b_state_code,b_state_name,inflow,outflow,net_migration
48,Texas,16,Idaho,2155,2854,-699
48,Texas,17,Illinois,24393,12036,12357
48,Texas,18,Indiana,9323,7174,2149
48,Texas,19,Iowa,6055,3728,2327
48,Texas,2,Alaska,5025,2640,2385
48,Texas,20,Kansas,10418,9436,982
48,Texas,21,Kentucky,6376,5797,579
48,Texas,22,Louisiana,28288,20638,7650
48,Texas,23,Maine,1066,915,151
48,Texas,24,Maryland,9792,5481,4311
48,Texas,25,Massachusetts,6180,4248,1932
48,Texas,26,Michigan,9946,8413,1533
48,Texas,27,Minnesota,6935,5095,1840
48,Texas,28,Mississippi,10401,6614,3787
48,Texas,29,Missouri,15174,10857,4317
48,Texas,30,Montana,1127,2571,-1444
48,Texas,31,Nebraska,4061,3630,431
48,Texas,32,Nevada,7863,4676,3187
48,Texas,33,New Hampshire,1315,1059,256
48,Texas,34,New Jersey,8503,4868,3635
48,Texas,35,New Mexico,17518,15135,2383
48,Texas,36,New York,21083,11744,9339
48,Texas,37,North Carolina,14651,13385,1266
48,Texas,38,North Dakota,1231,2289,-1058
48,Texas,39,Ohio,11887,9695,2192
48,Texas,4,Arizona,18055,14272,3783
48,Texas,40,Oklahoma,26127,28686,-2559
48,Texas,41,Oregon,3994,6504,-2510
48,Texas,42,Pennsylvania,11892,8868,3024
48,Texas,44,Rhode Island,1138,894,244
48,Texas,45,South Carolina,6928,7058,-130
48,Texas,46,South Dakota,1433,1399,34
48,Texas,47,Tennessee,14342,11439,2903
48,Texas,49,Utah,6868,6335,533
48,Texas,5,Arkansas,13600,15042,-1442
48,Texas,50,Vermont,439,356,83
48,Texas,51,Virginia,17168,14922,2246
48,Texas,53,Washington,11835,13761,-1926
48,Texas,54,West Virginia,1823,1366,457
48,Texas,55,Wisconsin,6078,4436,1642
48,Texas,56,Wyoming,2149,2037,112
48,Texas,6,California,66399,38439,27960
48,Texas,72,Puerto Rico,6722,1037,5685
48,Texas,8,Colorado,20099,22800,-2701
48,Texas,9,Connecticut,2645,2318,327
48,Texas,AFR,Africa,16919,0,0
48,Texas,ASI,Asia,75184,0,0
48,Texas,CAM,Central America,64616,0,0
48,Texas,CAR,Caribbean,6781,0,0
48,Texas,EUR,Europe,23497,0,0
48,Texas,ISL,U.S. Island Areas,2319,0,0
48,Texas,NAM,Northern America,5946,0,0
48,Texas,OCE,Oceania and At Sea,3181,0,0
48,Texas,SAM,South America,12707,0,0
51,Virginia,1,Alabama,3050,3480,-430
51,Virginia,10,Delaware,1283,1194,89
51,Virginia,11,District of Columbia,10617,8623,1994
51,Virginia,12,Florida,21002,24883,-3881
51,Virginia,13,Georgia,9209,11377,-2168
51,Virginia,15,Hawaii,3333,2442,891
51,Virginia,16,Idaho,367,756,-389
51,Virginia,17,Illinois,6778,5360,1418
51,Virginia,18,Indiana,2492,2443,49
51,Virginia,19,Iowa,950,785,165
51,Virginia,2,Alaska,1770,523,1247
51,Virginia,20,Kansas,1828,1864,-36
51,Virginia,21,Kentucky,3363,2719,644
51,Virginia,22,Louisiana,2423,2514,-91
51,Virginia,23,Maine,1060,682,378
51,Virginia,24,Maryland,27553,23213,4340
51,Virginia,25,Massachusetts,4448,4515,-67
51,Virginia,26,Michigan,3414,2681,733
51,Virginia,27,Minnesota,2271,1928,343
51,Virginia,28,Mississippi,1354,1062,292
51,Virginia,29,Missouri,2792,2465,327
51,Virginia,30,Montana,254,371,-117
51,Virginia,31,Nebraska,988,931,57
51,Virginia,32,Nevada,1329,1606,-277
51,Virginia,33,New Hampshire,742,676,66
51,Virginia,34,New Jersey,8890,4649,4241
51,Virginia,35,New Mexico,1288,1410,-122
51,Virginia,36,New York,15267,10143,5124
51,Virginia,37,North Carolina,22097,30914,-8817
51,Virginia,38,North Dakota,563,256,307
51,Virginia,39,Ohio,6331,6643,-312
51,Virginia,4,Arizona,3064,4515,-1451
51,Virginia,40,Oklahoma,2112,1403,709
51,Virginia,41,Oregon,733,2729,-1996
51,Virginia,42,Pennsylvania,13570,10647,2923
51,Virginia,44,Rhode Island,1485,872,613
51,Virginia,45,South Carolina,7616,8076,-460
51,Virginia,46,South Dakota,176,537,-361
51,Virginia,47,Tennessee,6556,7832,-1276
51,Virginia,48,Texas,14922,17168,-2246
51,Virginia,49,Utah,2084,2190,-106
51,Virginia,5,Arkansas,695,1012,-317
51,Virginia,50,Vermont,586,399,187
51,Virginia,53,Washington,4723,5717,-994
51,Virginia,54,West Virginia,6499,6062,437
51,Virginia,55,Wisconsin,1498,1747,-249
51,Virginia,56,Wyoming,153,376,-223
51,Virginia,6,California,17723,15900,1823
51,Virginia,72,Puerto Rico,1880,621,1259
51,Virginia,8,Colorado,3753,6668,-2915
51,Virginia,9,Connecticut,3742,2514,1228
51,Virginia,AFR,Africa,6130,0,0
51,Virginia,ASI,Asia,33951,0,0
51,Virginia,CAM,Central America,6025,0,0
51,Virginia,CAR,Caribbean,1518,0,0
51,Virginia,EUR,Europe,14547,0,0
51,Virginia,ISL,U.S. Island Areas,620,0,0
51,Virginia,NAM,Northern America,1071,0,0
51,Virginia,OCE,Oceania and At Sea,1637,0,0
51,Virginia,SAM,South America,4190,0,0
54,West Virginia,1,Alabama,268,585,-317
54,West Virginia,10,Delaware,198,179,19
54,West Virginia,11,District of Columbia,581,338,243
54,West Virginia,12,Florida,2596,3166,-570
54,West Virginia,13,Georgia,921,844,77
54,West Virginia,15,Hawaii,0,27,-27
54,West Virginia,16,Idaho,94,137,-43
54,West Virginia,17,Illinois,308,642,-334
54,West Virginia,18,Indiana,536,294,242
54,West Virginia,19,Iowa,52,211,-159
54,West Virginia,2,Alaska,622,49,573
54,West Virginia,20,Kansas,119,175,-56
54,West Virginia,21,Kentucky,1596,2465,-869
54,West Virginia,22,Louisiana,115,348,-233
54,West Virginia,23,Maine,135,75,60
54,West Virginia,24,Maryland,6202,3527,2675
54,West Virginia,25,Massachusetts,170,230,-60
54,West Virginia,26,Michigan,726,531,195
54,West Virginia,27,Minnesota,139,406,-267
54,West Virginia,28,Mississippi,172,495,-323
54,West Virginia,29,Missouri,255,438,-183
54,West Virginia,30,Montana,89,62,27
54,West Virginia,31,Nebraska,97,48,49
54,West Virginia,32,Nevada,51,181,-130
54,West Virginia,33,New Hampshire,156,249,-93
54,West Virginia,34,New Jersey,739,444,295
54,West Virginia,35,New Mexico,115,79,36
54,West Virginia,36,New York,876,985,-109
54,West Virginia,37,North Carolina,2431,3605,-1174
54,West Virginia,38,North Dakota,25,67,-42
54,West Virginia,39,Ohio,7151,9000,-1849
54,West Virginia,4,Arizona,110,407,-297
54,West Virginia,40,Oklahoma,165,296,-131
54,West Virginia,41,Oregon,91,82,9
54,West Virginia,42,Pennsylvania,4680,4307,373
54,West Virginia,44,Rhode Island,59,20,39
54,West Virginia,45,South Carolina,982,1890,-908
54,West Virginia,46,South Dakota,26,38,-12
54,West Virginia,47,Tennessee,1132,1238,-106
54,West Virginia,48,Texas,1366,1823,-457
54,West Virginia,49,Utah,205,100,105
54,West Virginia,5,Arkansas,167,146,21
54,West Virginia,50,Vermont,24,44,-20
54,West Virginia,51,Virginia,6062,6499,-437
54,West Virginia,53,Washington,163,435,-272
54,West Virginia,55,Wisconsin,193,200,-7
54,West Virginia,56,Wyoming,0,43,-43
54,West Virginia,6,California,1225,702,523
54,West Virginia,72,Puerto Rico,226,0,226
54,West Virginia,8,Colorado,458,368,90
54,West Virginia,9,Connecticut,352,90,262
54,West Virginia,AFR,Africa,315,0,0
54,West Virginia,ASI,Asia,1731,0,0
54,West Virginia,CAM,Central America,246,0,0
54,West Virginia,CAR,Caribbean,92,0,0
54,West Virginia,EUR,Europe,742,0,0
54,West Virginia,ISL,U.S. Island Areas,4,0,0
54,West Virginia,NAM,Northern America,89,0,0
54,West Virginia,OCE,Oceania and At Sea,36,0,0
54,West Virginia,SAM,South America,31,0,0
